Question1;Question2;Question3;Question4;Question5;Question6;Question7;Question8;House
Moon;Ordinary;The small pewter box, unassuming and plain, with a scratched message upon it that reads ‘I open only for the worthy.';Liked?;The power to read minds;Tell Professor Flitwick the truth.  If your classmate is prepared to win by cheating, he deserves to be found out.  Also, as you are both in the same house, any points he loses will be regained by you, for coming first in his place.;White cat;Left;Slytherin
Stars;Miss you, but smile;Werewolves;The small tortoiseshell box, embellished with gold, inside which some small creature seems to be squeaking.;Brown owl;Tell Professor Flitwick the truth.  If your classmate is prepared to win by cheating, he deserves to be found out.  Also, as you are both in the same house, any points he loses will be regained by you, for coming first in his place.;Feared?;White;Hufflepuff
Stars;First, a nearly perfected cure for dragon pox. Then student records going back 1000 years. Finally, a mysterious handwritten book full of strange runes.;The silver leafed tree bearing golden apples;Hexes and jinxes;Ask for more stories about your adventures;Volunteer to fight?;Ginger cat;Black;Gryffindor
Stars;Cold;Apparition and Disapparition (being able to materialize and dematerialize at will);Harlequin toad;The silver leafed tree bearing golden apples;Power?;Agree, and walk away, leaving them to wonder whether you are bluffing?;Heads;Hufflepuff
Dusk;First, a nearly perfected cure for dragon pox. Then a mysterious handwritten book full of strange runes. Finally, student records going back 1000 years.;Black cat;The drum;Standing on top of something very high and realizing suddenly that there are no hand- or footholds, nor any barrier to stop you falling.;The power of invisibility;Ask for more stories about your adventures;Heads;Gryffindor
Stars;You would not wait to be asked to tell Professor Flitwick the truth.  If you knew that somebody was using a forbidden quill, you would tell the teacher before the exam started.;Black cat;The Bold;The sea;Centaurs;Boredom;Black;Gryffindor
Moon;The cobbled street lined with ancient buildings;Home;White cat;First, student records going back 1000 years. Then a mysterious handwritten book full of strange runes. Finally, a nearly perfected cure for dragon pox.;Secrets about the castle;Wisdom?;Black;Slytherin
Forest;Loneliness;The power of superhuman strength;Ordinary;The drum;Tawny owl;Standing on top of something very high and realizing suddenly that there are no hand- or footholds, nor any barrier to stop you falling.;White;Ravenclaw
River;Tell them that you are worried about their mental health, and offer to call a doctor.;Praised?;Ignorant;Ginger cat;All about magical creatures, and how to befriend/care for them;The fat red toadstools that appear to be talking to each other;White;Hufflepuff
River;Withdraw into the shadows to await developments, while mentally reviewing the most appropriate defensive and offensive spells, should trouble occur?;Loneliness;Flying on a broomstick;The Bold;Tabby cat;The statue of an old wizard with a strangely twinkling eye;Left;Gryffindor
River;White cat;Trolls;Ignorant;Boredom;Proceed with caution, keeping one hand on your concealed wand and an eye out for any disturbance?;The small pewter box, unassuming and plain, with a scratched message upon it that reads ‘I open only for the worthy.';Left;Slytherin
Dusk;The small pewter box, unassuming and plain, with a scratched message upon it that reads ‘I open only for the worthy.';Tawny owl;First,  a mysterious handwritten book full of strange runes. Then student records going back 1000 years. Finally, a nearly perfected cure for dragon pox. ;The twisting, leaf-strewn path through woods;Werewolves;The Bold;Tails;Gryffindor
Stars;White cat;The power to change your appearance at will;I don't care what people think of me after I'm dead, it's what they think of me while I'm alive that counts;The statue of an old wizard with a strangely twinkling eye;Being forced to speak in such a silly voice that hardly anyone can   understand you, and everyone laughs at you.;First student records going back 1000 years. Then, a nearly perfected cure for dragon pox. Finally, a mysterious handwritten book full of strange runes.;Black;Slytherin
Stars;The Good;Volunteer to fight?;Home;The power to speak to animals;Common toad;Envied?;White;Hufflepuff
Moon;I don't care what people think of me after I'm dead, it's what they think of me while I'm alive that counts;The bubbling pool, in the depths of which something luminous is swirling;Liked?;The power of superhuman strength;Draw your wand and try to discover the source of the noise?;Dragon toad;Tails;Slytherin
Dusk;The piano;Suggest drawing lots to decide which of you will fight?;Love?;The power to read minds;Common toad;First, a nearly perfected cure for dragon pox. Then a mysterious handwritten book full of strange runes. Finally, student records going back 1000 years.;Tails;Hufflepuff
Stars;Ask for more stories about your adventures;Cold;Natterjack toad;Apparition and Disapparition (being able to materialize and dematerialize at will);The small pewter box, unassuming and plain, with a scratched message upon it that reads ‘I open only for the worthy.';Lie and say you don't know (but hope that somebody else tells Professor Flitwick the truth).;Right;Gryffindor
Dawn;Feared?;Proceed with caution, keeping one hand on your concealed wand and an eye out for any disturbance?;Screech owl;The Bold;Apparition and Disapparition (being able to materialize and dematerialize at will);The golden liquid so bright that it hurts the eye, and which makes sunspots dance all around the room.;Black;Gryffindor
Dusk;Brown owl;The twisting, leaf-strewn path through woods;The violin;The power of superhuman strength;Love?;Imitated?;Left;Slytherin
Forest;Ordinary;Snowy owl;Suggest that all three of you should fight (without telling the troll)?;Imitated?;A crackling log fire;The power of invisibility;Tails;Gryffindor
Stars;First, a nearly perfected cure for dragon pox. Then student records going back 1000 years. Finally, a mysterious handwritten book full of strange runes.;The power to change the past;Think with admiration of your achievements;Volunteer to fight?;Fresh parchment;Brown owl;Heads;Ravenclaw
Dusk;Centaurs;Boredom;Barn owl;The golden liquid so bright that it hurts the eye, and which makes sunspots dance all around the room.;Withdraw into the shadows to await developments, while mentally reviewing the most appropriate defensive and offensive spells, should trouble occur?;Ordinary;Right;Gryffindor
Stars;Harlequin toad;The power to change your appearance at will;First,  a mysterious handwritten book full of strange runes. Then student records going back 1000 years. Finally, a nearly perfected cure for dragon pox. ;Suggest drawing lots to decide which of you will fight?;The sea;Power?;Right;Hufflepuff
Stars;Home;The Good;Three toed tree toad;Being ignored;Hexes and jinxes;Withdraw into the shadows to await developments, while mentally reviewing the most appropriate defensive and offensive spells, should trouble occur?;Right;Hufflepuff
Forest;Agree, and walk away, leaving them to wonder whether you are bluffing?;The power to speak to animals;Black cat;Ordinary;Home;First, a mysterious handwritten book full of strange runes. Then a nearly perfected cure for dragon pox. Finally, student records going back 1000 years.;Right;Gryffindor
Stars;Siamese cat;Tell Professor Flitwick the truth.  If your classmate is prepared to win by cheating, he deserves to be found out.  Also, as you are both in the same house, any points he loses will be regained by you, for coming first in his place.;The ornate golden casket, standing on clawed feet, whose inscription warns that both secret knowledge and unbearable temptation lie within.;Boredom;Miss you, but smile;Secrets about the castle;White;Gryffindor
Forest;The small tortoiseshell box, embellished with gold, inside which some small creature seems to be squeaking.;Praised?;Wisdom?;The wide, sunny, grassy lane;Harlequin toad;Every area of magic I can;Tails;Gryffindor
River;Harlequin toad;Transfiguration (turning one object into another object);The ornate golden casket, standing on clawed feet, whose inscription warns that both secret knowledge and unbearable temptation lie within.;The Wise;Liked?;Tell Professor Flitwick that he ought to ask your classmate (and resolve to tell your classmate that if he doesn't tell the truth, you will).;Right;Hufflepuff
Moon;Ghosts;Tell Professor Flitwick that he ought to ask your classmate (and resolve to tell your classmate that if he doesn't tell the truth, you will).;Three toed tree toad;The mysterious black liquid that gleams like ink, and gives off fumes that make you see strange visions.;First student records going back 1000 years. Then, a nearly perfected cure for dragon pox. Finally, a mysterious handwritten book full of strange runes.;The Good;Heads;Hufflepuff
